index,arousal_label,valence_label,subject_id,clip_id,dataset,logistics_noisy,ECG_1,ECG_2,ECG_3,ECG_4,ECG_5,ECG_6,ECG_7,ECG_8,ECG_9,ECG_10,ECG_11,ECG_12,ECG_13,ECG_14,GSR_1,GSR_2,GSR_3,GSR_4,GSR_5,GSR_6,GSR_7,GSR_8,GSR_9,GSR_10,GSR_11,GSR_12,GSR_13,GSR_14,GSR_15,GSR_16,GSR_17,GSR_18,GSR_19,GSR_20,GSR_21,GSR_22,GSR_23,GSR_24,GSR_25,GSR_26,GSR_27,GSR_28,GSR_29,GSR_30,GSR_31,EEG_1,EEG_2,EEG_3,EEG_4,EEG_5,EEG_6,EEG_7,EEG_8,EEG_9,EEG_10,EEG_11,EEG_12,EEG_13,EEG_14,EEG_15,EEG_16,EEG_17,EEG_18,EEG_19,EEG_20,EEG_21,EEG_22,EEG_23,EEG_24,EEG_25,EEG_26,EEG_27,EEG_28,EEG_29,EEG_30,EEG_31,EEG_32,EEG_33,EEG_34,EEG_35,EEG_36,EEG_37,EEG_38,EEG_39,EEG_40,EEG_41,EEG_42,EEG_43,EEG_44,EEG_45,EEG_46,EEG_47,EEG_48,EEG_49,EEG_50,EEG_51,EEG_52,EEG_53,EEG_54,EEG_55,EEG_56,EEG_57,EEG_58,EEG_59,EEG_60,EEG_61,EEG_62,EEG_63,EEG_64,EEG_65,EEG_66,EEG_67,EEG_68,EEG_69,EEG_70,EEG_71,EEG_72,EEG_73,EEG_74,EEG_75,EEG_76,EEG_77,EEG_78,EEG_79,EEG_80,EEG_81,EEG_82,EEG_83,EEG_84,EEG_85,EEG_86,EEG_87,EEG_88
1,1,0,25,0,Train,True,-0.6805952569750912,-0.8378111258464513,-0.5836360421968412,-0.08923807055781387,-0.7171737525708132,-0.5836360421968412,-0.4059364698362622,-0.12026467519615881,0.1128759984594916,-0.11921184398498857,-0.44114568225913486,-0.12627900392476013,-0.8653667964384869,-0.3833706252694938,-1.0,-1.0,0.029116938737804868,-0.8591980700214559,0.8269772171705218,1.0,-0.740609160226373,-0.3328773251731413,-0.5176728279387485,-0.5795625849913824,-0.310163140628637,-0.35565673444174734,1.0,1.0,1.0,-0.3193036456197509,-0.6251474002679798,0.023827523917771824,0.14615875983608453,-0.2364034624319351,-0.09416124713695469,-0.012994350023576809,-0.07400338269510863,-0.2452823848353902,-0.08434603678379195,-0.011734261771469743,-0.07851820190314197,-1.0,-0.19764031644689228,0.7592658974689882,-0.5138342082165134,-1.0,-0.6743207985948391,0.021697834473100374,0.4192373517241588,0.11555874354247749,-0.41679053641153885,0.3442443220385909,-1.0,-0.16162294388038945,-0.5331970122182456,-0.14020571898201428,1.0,1.0,-0.33568750378203627,1.0,-1.0,-1.0,-0.36387641617668054,-0.16845344905959023,-1.0,0.20116753442116445,-0.17660782721609736,0.07277434065712717,0.27978630243182984,0.2216467478645233,-0.0997426658292211,-1.0,0.3648184666687318,0.9134884315157298,-0.6713206162891221,-0.5798295088033922,-0.8750058110691222,-1.0,-0.6006782420665058,-0.9031308821760363,-1.0,0.6986924607090446,-1.0,-0.37006641194936823,-0.11300975783988995,-0.054132705888624934,1.0,0.4348319488659322,1.0,0.11825558615773314,0.30203308982919885,0.043395388066722995,-0.36791430010036263,0.48499028647036524,0.04420681349344611,-0.4905686423851048,0.34184413414089504,-1.0,1.0,-1.0,0.08317917593261315,-0.34199536530994384,0.42371411479733817,-0.7196502669487388,1.0,-1.0,-1.0,1.0,-1.0,0.3452527017820681,-1.0,0.3802652667285857,0.013242082715373298,-1.0,-1.0,0.8730233878320225,0.5868018874417031,-0.7672980440921799,0.2985272710139512,-0.14655959062380924,0.9759013815503265,0.20203050891044289,0.1667191783189182,-0.39092877750272337,-1.0,-0.5903257728783766,0.783471727483889,1.0,-0.7444379510889311,1.0,-1.0,0.41915879732435635,-1.0
2,0,1,25,1,Train,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.09776678984041826,-1.0,-1.0,-0.11273497491686753,-1.0,-1.0,0.24115108844635533,0.48808048751007127,-1.0,-0.2742514383812368,-0.16831106153231373,1.0,0.32676123029379467,-1.0,-1.0,-0.8528107575031891,-0.9139895174715649,-0.7836986567784587,-0.7755307412636452,-0.0621923040187493,0.5949454546509715,-0.4680010448229772,-0.7036612090839791,-1.0,-0.956049424139689,-0.9932891846662465,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6922484530803076,-0.6058426496144874,-1.0,-0.5995176304041717,-0.6649539056800977,-0.338298443341663,-0.49577094564102175,-0.24332318977822198,0.6048886699774325,-0.3802859036304889,0.4392032482618687,-0.733404314698759,-1.0,-0.5564116461177617,-1.0,-0.6653686711133671,-0.5921504907773825,1.0,0.5677001944463378,0.3421923485795622,-1.0,1.0,-1.0,0.02485287157347754,-0.8968878036347204,-1.0,1.0,0.24444664493896695,-0.5723147445445432,-1.0,1.0,1.0,0.4156164443509238,-0.42746331329296633,0.25512498387349114,-0.18988540613430832,0.24148137197731875,-0.42247674920808514,-0.6361400412793111,-0.9051849404636332,-0.09157357679571755,-0.4056132681731257,0.7592084121435501,-0.07756369727927527,-1.0,1.0,0.11854104003758006,1.0,-0.29266457356073433,0.07628749890028406,0.579681883404016,-0.18152683587288812,1.0,-0.6507914442136368,-0.8098588280898867,0.8340996873037848,-0.9539980920057239,0.7878547169146027,-1.0,-0.35015893537806647,0.37382764031954274,0.9651507071927055,0.2348552663845845,0.16111714428138493,-0.5291554582309064,-1.0,0.49404872801534766,0.25978856570010883,0.38041904816522815,0.5563148190311974,-0.7924142420060589,-1.0,-0.7994113064829222,0.023072270268984455,-1.0,-0.18375984600910097,-0.08373052543865936,-0.6819258029526635,1.0,0.4735439341938305,0.20203050891044289,-0.7224403378092721,-0.67895872696609,-0.43823488851099557,-0.34648308444081405,0.4811169452264434,0.44200509508888897,-0.39918764935336915,0.40317174832978053,-0.07193327022902979,0.708558149108208,0.19402785229449934
3,1,0,25,2,Train,True,0.750618215453155,1.0,0.5052176115521718,-0.02770341194654071,0.45338534918551376,0.5052176115521718,-0.8656468089355032,0.2116493651944762,0.47754598607635595,0.3941420726217121,0.16768927947206216,-0.0854875810522729,1.0,1.0,-1.0,-0.5440704298231898,-0.13436892367350511,-0.1575436693034388,0.3697406670625873,-0.3710552808427469,0.49948059643173964,-0.5473940864492186,0.6092742638821388,0.5060595714702991,0.45844076658657923,0.43916750135754373,0.8460466679172379,1.0,1.0,0.4084921374437998,0.8268078519673282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.12586335510551055,0.4181799482326248,0.7592658974689882,0.26458194142399516,1.0,1.0,1.0,0.3787599330740319,-1.0,-0.8548461297841352,1.0,0.9126138383179014,-0.3510863383833084,-1.0,-0.49737001921668667,0.47668855708662294,-1.0,-0.15468476655452063,0.9302186543727476,-1.0,-1.0,-0.04584809894076983,-0.8795357074792662,1.0,0.028339484816653347,1.0,1.0,-0.4221143560318802,0.24830712544943528,0.1636041767310741,1.0,-1.0,-0.23304736995560849,1.0,0.25512498387349114,0.052326984557188455,0.24148137197731875,0.24503541712548513,-0.3363423490241747,0.21415199129786822,-0.5346644337705827,0.7264794803153368,0.011445352946887762,-0.33017773000399175,-0.189868446027261,-0.24795272144153507,0.31284880518980496,0.09800154451651227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8313716223809732,0.09345407919032475,0.02919406576134466,-0.6156518591899843,0.6156082175554327,-0.5918119877240521,0.9865728850573252,-0.11622206296143509,1.0,0.2760283073201191,-0.13685297397168025,-0.5925621283582396,-0.6462168731716388,-0.3219174954528459,0.10315143772258148,-0.4409346117707906,0.6101441394839604,-1.0,0.8158104243929022,-1.0,-0.2486776261110654,-0.5384153359112773,-0.024200556787115874,-0.056117159458259805,-0.5922425317874909,-0.080438363293175,-0.4841259983644534,0.06228167144112652,0.5766785203192434,0.8882806927148877,0.9284243218222693
4,1,1,25,3,Train,True,-0.39510517605810497,0.3200843669494519,0.3764880811548664,0.9216448415190357,-0.8513569531659062,0.3764880811548664,0.866734096627518,0.5323126126606164,0.8177482802789512,1.0,1.0,1.0,1.0,1.0,0.5546692488665834,-0.12073441386512901,-0.9595972154945451,1.0,0.8470871580317504,-1.0,-0.12056428189731665,-0.9453791303956253,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1139116743119957,-1.0,-0.7604408773627568,-0.6251474002679798,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.12586335510551055,-0.6354312351440745,-1.0,-0.7460518435701363,-0.5645592357943334,-0.87167737902336,-0.7776747937732387,-0.6974483268245002,0.8658646307427412,0.2037882208663065,-0.2399774076139701,0.31593225784936063,-0.5405497328862273,0.06226566326146053,-0.49737001921668667,0.6075618410897005,-1.0,-0.2023700937980683,-0.2531177174876456,-0.6925192220857381,-0.8206577194054538,-0.42453401524644335,0.797545090680345,0.9195562482186975,0.2435223818762791,-0.17660782721609736,0.34963454947288763,0.06842321412918248,-0.17152455447510723,-1.0,1.0,0.46971834526357487,1.0,-0.42746331329296633,-1.0,-1.0,-1.0,-0.3732349259941168,-0.21065704688128853,0.6908496291323257,1.0,-1.0,0.5455618238016465,-1.0,0.896017475081824,-0.24795272144153507,0.8273217695037531,-0.607609576002378,-0.5695383447934009,-0.7687720731952644,-1.0,-0.5257396004265251,0.10881654272960631,1.0,-0.14723106589067456,-0.23758167322792206,0.9539980920057239,0.7163020710884436,0.6060915267313265,-0.5561338742521076,-1.0,-1.0,-0.3938688639328045,-1.0,0.8076071020457549,-0.09558629580124824,1.0,-1.0,0.054702699937050424,-0.909237716688815,-0.5339065826730618,-0.8097939936397921,0.6687497931821413,0.5279204812030515,-0.4546887047067202,0.09495397247310479,0.41203169463312717,-0.5755200429872941,1.0,-0.3310267090118473,0.808122035641769,-0.9712193868709595,-0.5566976425386377,0.3413794447539359,-0.2746760609480724,0.4962346843393151,-0.4764842107763527,-0.8598135680919107,1.0,-1.0,1.0,-0.5403686172332701
5,1,1,25,4,Train,True,1.0,0.6554307570900946,-0.04536885128664107,-0.2655981185137137,1.0,-0.04536885128664107,0.4580322260460508,-0.7193815412485184,0.7857072458596436,0.5177676607491914,0.4755952443328837,0.7449743250059938,1.0,1.0,0.5886144191596143,1.0,1.0,-1.0,-1.0,0.11036412381605594,1.0,0.21357589828802429,1.0,1.0,1.0,0.8304448265463469,-0.24693544770128015,-1.0,0.8606928565054935,1.0,1.0,1.0,1.0,0.6953651979827356,0.8792996953153938,0.9383657804417365,0.8849983953595282,0.6772269923825238,0.8826631869909696,0.9393672406377,0.8848461708196461,-0.6922484530803076,1.0,-0.12246224152725634,0.904379728038519,-0.6380103788902197,-0.5221599332415761,-0.8157857213534512,-0.9850856740007014,0.7679986454557504,1.0,-0.373096490545656,-1.0,-1.0,0.23642694036124456,-1.0,0.010165771945381642,-0.8297688784323763,1.0,0.8479164816305469,0.38123806822730877,0.10515391390710609,-0.45060158440942066,-0.6648693653148369,0.02485287157347754,0.3204642781565257,-0.17660782721609736,0.77634279811441,1.0,0.38775807343714297,0.06323727951015407,-0.13486763243451697,-0.07576102342961029,0.8891059162528026,-0.9023433243907448,-0.5798295088033922,-0.408925167313533,-0.5488212999484513,-0.47902575171074907,-0.6514576389612396,-1.0,-0.3564835750191508,-0.8277495472705189,0.3929571178431444,0.6390002533518898,0.5178964846956245,-0.24795272144153507,-1.0,-0.607609576002378,-0.5237098325275305,-0.4891091097105571,0.7725408901087,0.02607645718706515,0.5109333032800729,-0.8723850915985039,-0.048891066700077715,0.818716701267444,-0.317999364001908,0.2929029967468437,4.2082333030458555e-16,-0.5126198621840389,-0.8386968307451546,-1.0,0.6735656216267523,-1.0,-0.04163028918882981,0.5225493904822371,-1.0,-0.466995753657108,-0.6761191170910581,-0.17646144882880857,0.5355234746896171,0.0194397365353722,-1.0,0.03894470399320402,-1.0,0.43924751295112335,0.8917349701058483,-0.6287229229699788,1.0,-0.5747013689349394,0.808122035641769,-0.14119798406084752,0.03793525607187057,-0.8951118679679505,-0.55954413395728,1.0,0.45885810987540726,0.5881125380830878,0.6304317995888832,-0.7205450607773027,-1.0,-0.5403686172332701
6,1,0,25,5,Train,True,0.003245119758108212,-0.17293675369835343,0.534625268709335,0.42610658939599927,0.34590885315835845,0.534625268709335,0.6382131581184013,0.07033760635748335,0.3387347667050259,0.5577125641866515,0.19507994923105731,0.6316329284337091,0.318510588236426,-0.3998282409501577,-1.0,-0.6333474519983776,-0.23717693730375472,-0.046787790549584485,0.5718984936149377,-0.5966045674293614,-0.740609160226373,0.496963830289579,0.31411198629006004,0.23868934062587532,0.44489438575488627,0.2714958923979242,0.4555871120357194,1.0,0.8865270073518515,0.14668728836983808,-0.6251474002679798,0.9189486550877648,0.9863984674231386,0.7279524644813752,0.8845905115558635,0.9417267286933145,0.8987261635722567,0.7341131956831481,0.8918716102090855,0.9414877465092193,0.8970727665417256,-0.12586335510551055,0.13181421367735857,-1.0,1.0,-0.17035999352499304,1.0,0.7427702510771175,-0.7232030903260569,0.08293674844681435,0.5688345486768029,-0.33179911058307787,0.9949147459687326,-0.5405497328862273,0.15831237080227306,-0.49737001921668667,0.6774925183433969,-0.31841272912956997,0.7840781824693253,-0.2064709410296682,-0.4387220443753815,-1.0,-0.19248175450699842,0.327962467195654,1.0,0.13156984200576186,1.0,-1.0,-1.0,0.24226257838238205,-0.9415560708157302,0.5444656272356426,0.1969786609169823,-0.37162713408849213,0.3426123803791074,0.25512498387349114,0.4160811133347338,-0.5488212999484513,1.0,1.0,-1.0,-0.9642631046904131,1.0,-0.20220123539501508,-1.0,0.663327634844163,-1.0,0.3209708793263449,-1.0,1.0,1.0,-1.0,-0.37716028357541054,-1.0,1.0,-1.0,1.0,-0.317999364001908,0.17957449764453842,-0.6060915267313265,1.0,-0.10556064255423989,-1.0,-0.14524177543941735,-1.0,0.12349920355122844,-1.0,0.20979199614639488,0.25978856570010883,0.165092231989782,0.5563148190311974,1.0,1.0,-0.929343998279088,-0.8547484782803159,0.5316117068934881,0.6359866789385629,-1.0,1.0,-0.732797953119047,0.2230876851224098,-1.0,1.0,1.0,-0.34637496367319226,-0.4799705514890656,1.0,0.8633304647518438,-1.0,0.807978714635057,-0.7205450607773027,0.357786406300622,-1.0
7,1,0,25,6,Train,True,0.920051092074607,1.0,1.0,1.0,0.9959669237636829,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5367618319810044,-0.16365909034489676,0.617898434072659,-0.7422180153165411,0.28718406773754407,1.0,-0.12056428189731665,0.3247859034758854,0.2960335326357391,0.015689389261631825,0.01724106240065465,0.15917279429569087,0.41598307617746866,-0.07818480763988567,0.3392364360007574,0.16953513749265026,-0.6251474002679798,0.3283010506676484,0.10713822111190581,1.0,0.943573607738454,0.8562902779302299,0.9304869245767776,1.0,0.9287531508795704,0.8541850567345958,0.927857080960486,-1.0,0.4247185987140636,1.0,-0.1526854587561189,0.2207501819786426,0.03279378323668994,-0.3791255501613422,-1.0,1.0,1.0,0.8129993287465028,-0.9597318107385503,-0.5405497328862273,-0.9067914930852115,-0.6759521693340229,-0.9118811175769684,-0.6247546838836925,0.3625354447271479,1.0,-1.0,0.08458032205571572,-0.4225233339012638,0.60971204128647,0.02485287157347754,0.17089700121763335,-0.17660782721609736,-1.0,-0.8403275111401173,-0.6367636846502411,-1.0,1.0,0.7844179810481051,0.5678022317770371,-0.9536817039688831,-0.5798295088033922,-0.487856661542407,-0.5488212999484513,0.46017162317244464,0.3215903196969274,0.18722757564708706,-0.6893061609062255,1.0,-0.019075588244812258,-0.7079027678588315,-0.25773631609657904,0.38963999083669826,0.3362818643994266,0.09800154451651227,0.4133732203397203,0.13484613259737846,-0.7603827121089263,-0.5018055229573672,-0.280328709416007,1.0,-0.6701884494799972,0.3110781620682142,0.3179993640019084,0.3342865433178541,4.2082333030458555e-16,0.7305016861439384,0.8668741584494859,-0.14604057879996682,-0.2943139637324946,0.6288444226706192,1.0,0.7097342082890298,-0.38146200614102743,0.9865728850573252,-0.1351349719388846,0.5563148190311974,1.0,1.0,-0.8374895592380658,-0.698052069965988,0.4367751288550068,0.7179613314333291,1.0,0.21492274532687602,-0.14655959062380924,-0.022096008277447798,0.20203050891044289,1.0,1.0,-0.3742526806111631,-0.6652154073723067,1.0,0.8380509425720667,1.0,-0.7473322611694265,-0.07193327022902979,-0.7369638827957348,-0.5403686172332701
8,1,0,25,7,Train,True,0.5775425081880148,0.056285001449398665,-0.17172384134185323,-0.30072088914925366,0.8587132361206053,-0.17172384134185323,-0.4119708555409991,-0.9517442848779863,-1.0,-0.3971530788906321,-1.0,-1.0,-0.2461049815390574,-1.0,0.4501542416519457,1.0,1.0,-1.0,-0.9829174603400508,1.0,-0.12056428189731665,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.6251474002679798,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-0.12246224152725634,1.0,0.1359724607417764,-0.5108003194524415,-0.07806041269197976,-0.36695958451664523,0.017692758255486624,-0.635818333097837,0.10871358126086314,-0.09557228040480449,-0.5405497328862273,-0.29229974841349,-0.49737001921668667,0.8170906879466797,0.7142487476797572,1.0,0.46030149941114784,0.43980664769892996,-1.0,0.5260770914752113,0.03279624671956135,0.02485287157347754,-0.2772090611288051,-0.17660782721609736,-0.126241262679255,-0.03215706913671473,0.8911375433201251,0.7213015340024627,-0.07492646246362014,-0.893980076469388,-0.575637729540319,1.0,-0.5798295088033922,0.29953191689918324,-0.5488212999484513,-0.6570318511303145,-0.5540132792112188,0.44295525481590076,1.0,-1.0,0.3471757060555934,0.7522588397040012,-1.0,-0.885545433719768,-0.6373562367847427,-0.607609576002378,-0.32866992541044554,-0.34384785168988086,1.0,1.0,-1.0,-0.5399946205212032,0.6511165933899862,-0.4324328296882328,0.3179993640019084,-0.35062010766745405,0.6060915267313265,-0.5564158224944492,0.012560530689415244,1.0,0.8644347640682781,0.04118707289953023,-1.0,-0.9304532200244614,0.8124162677085751,-0.466995753657108,0.3180027218638632,-0.909237716688815,-0.8611146274898759,-1.0,-0.08532049951263539,0.17251298626061956,0.11433076352416977,0.1523362292194413,0.26072110364867407,-0.8947373228834009,-0.14655959062380924,-0.1411284523713442,-1.0,-0.8723198120413549,-0.7312351021034492,-0.23359052538356095,-0.3749960141869863,0.7230007710324,0.349313513763039,-0.19603974882901648,0.1404023140614426,-0.07193327022902979,0.5606596507491144,-0.5403686172332701
9,1,1,25,8,Train,True,-1.0,-1.0,-1.0,-0.9857789630789288,-1.0,-1.0,-1.0,-0.24827950277978883,-1.0,-1.0,-0.35345705747729267,-1.0,-1.0,0.1010610242664494,-1.0,-0.35719973434903884,-0.765449123580935,0.8227807678271375,0.8280356351105865,-0.811523891675597,-0.740609160226373,-0.406264638241273,-0.46232295716437843,-0.7308427072678247,-0.7385528306735708,-0.6203112475043994,0.1306381521975436,0.7827436778627609,-0.24064203907217466,-0.6237530691803306,-0.6251474002679798,0.24221189741770074,-0.2476875060206742,0.08321553398298362,0.16662469990142442,0.23317806041637282,0.19111028597322946,0.08996891957051337,0.17943843922634672,0.23485660081759852,0.19272170520145618,-1.0,-0.4155748547819999,-1.0,-0.5766003798995685,0.6645461073197585,-0.5746839395178276,1.0,-0.30693265966902655,-0.5368811583707948,0.2037882208663065,-0.5377725327376016,1.0,0.21730384512544734,0.4243175172755118,0.3955407313699933,-1.0,-0.4057394651314142,0.11421468534570411,0.3202557585682549,-0.9267935399722211,1.0,-0.7638296263617946,1.0,0.02485287157347754,1.0,-1.0,-0.5025103728917787,-0.08976567258637666,1.0,0.6228124866824986,-0.8741420620755725,-0.3485007077762029,-0.9265634168156011,1.0,-0.5798295088033922,0.39130611365343737,-0.5488212999484513,-0.41971982808451125,-0.5688391524495016,0.8742386719237216,0.24374908052466518,0.5154113407666399,-1.0,0.26087858805327085,-1.0,1.0,-0.18920220623964656,1.0,-0.34712519920837076,-0.7766845991156325,-0.3083987461817813,-0.18317737437322112,0.29041766039755856,0.6787704400955658,-0.10107864529144871,-0.5401137319426154,0.9539980920057239,0.2503597943998925,1.0,0.22026935025291217,-0.09019890996647766,-0.8919479384226803,-0.8731859352348413,1.0,0.5717078267028148,-1.0,1.0,-0.466995753657108,0.4422441327304749,-0.909237716688815,-0.7281987888546851,-0.5116386672402008,1.0,0.9765564375280628,-0.7581657544298608,-1.0,-1.0,0.3441297395705383,0.43967877187142895,1.0,0.808122035641769,-0.7583193189034707,-0.7607554594557103,-1.0,-0.6286130207821498,0.2543508585333584,0.9054630017181392,0.2926632746512871,-1.0,0.5766785203192434,-1.0,0.9284243218222693
10,1,0,25,9,Train,True,-0.4206762675747316,-1.0,-1.0,-0.85913524582672,0.07835538006359095,-1.0,-0.9235227790229136,-1.0,-0.08002178940075737,-1.0,-1.0,-0.7129138710702388,-0.514956262315514,-1.0,0.5110643256544143,-1.0,-0.09520592774221757,-0.5691202760560478,1.0,0.8264794505931321,-0.740609160226373,-1.0,-0.8206292036886027,-0.4045153492638078,-0.602571089964117,-0.27410914900702,0.27266671297144296,0.7686036784689602,-0.3081029646371456,-0.572370789053736,-0.6251474002679798,-1.0,-0.751830157205467,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.527526648329862,-1.0,-0.45249088854362574,0.5004823390961887,0.05877155202312143,-0.331781528455033,-0.7053157903571015,-0.7978571191361041,0.2767974864284056,0.19248871360799769,-0.6922538608733434,1.0,-0.3694451743691747,1.0,-0.1662323798895629,1.0,-1.0,-1.0,0.3617152084034359,1.0,0.7979999770985959,-0.7587858900117743,-0.8698505050717419,-0.8395397621014402,-0.17660782721609736,0.06659004613345967,0.162821807263665,-0.8246647029765014,-0.2501112780512546,0.4845244572647458,-0.1806609020244534,0.10479936358670983,0.17576264675015724,0.25512498387349114,-0.12627873120536906,1.0,-0.32629499808721013,-0.01658758459227464,0.0376544575006388,0.10241307446353355,-0.6166814077218219,1.0,0.45221937183635774,-0.8103746866610239,0.38963999083669826,-0.462613990537344,0.09800154451651227,-0.45945582263959456,-0.5460054749017171,-0.695165091757573,-0.578417749600448,0.7055059293528796,0.8097121408229871,-0.0609810124062484,0.48029100846795747,-0.9539980920057239,0.1624327556258179,-1.0,1.0,0.13370193130286467,1.0,1.0,-1.0,-0.5841986224775924,0.09047746119057726,0.5167892665648633,-0.466995753657108,-0.05688570590929091,-0.17646144882880857,-0.36985681010928967,0.19368568028800465,-0.5112241413882148,-0.931054062489191,0.8919907034397181,1.0,0.719001842520462,0.7545519565798179,-1.0,-1.0,-1.0,-0.6888279244725188,-0.23285011848236817,1.0,0.7314639406043895,-1.0,-0.1899829594055433,0.12729392338858092,-0.39934030767892564,-0.07193327022902979,-0.12458443984372536,0.19402785229449934
