label,subject_id,clip_id,ECG_1,ECG_2,ECG_3,ECG_4,ECG_5,ECG_6,ECG_7,ECG_8,ECG_9,ECG_10,ECG_11,ECG_12,ECG_13,ECG_14,GSR_1,GSR_2,GSR_3,GSR_4,GSR_5,GSR_6,GSR_7,GSR_8,GSR_9,GSR_10,GSR_11,GSR_12,GSR_13,GSR_14,GSR_15,GSR_16,GSR_17,GSR_18,GSR_19,GSR_20,GSR_21,GSR_22,GSR_23,GSR_24,GSR_25,GSR_26,GSR_27,GSR_28,GSR_29,GSR_30,GSR_31,EEG_1,EEG_2,EEG_3,EEG_4,EEG_5,EEG_6,EEG_7,EEG_8,EEG_9,EEG_10,EEG_11,EEG_12,EEG_13,EEG_14,EEG_15,EEG_16,EEG_17,EEG_18,EEG_19,EEG_20,EEG_21,EEG_22,EEG_23,EEG_24,EEG_25,EEG_26,EEG_27,EEG_28,EEG_29,EEG_30,EEG_31,EEG_32,EEG_33,EEG_34,EEG_35,EEG_36,EEG_37,EEG_38,EEG_39,EEG_40,EEG_41,EEG_42,EEG_43,EEG_44,EEG_45,EEG_46,EEG_47,EEG_48,EEG_49,EEG_50,EEG_51,EEG_52,EEG_53,EEG_54,EEG_55,EEG_56,EEG_57,EEG_58,EEG_59,EEG_60,EEG_61,EEG_62,EEG_63,EEG_64,EEG_65,EEG_66,EEG_67,EEG_68,EEG_69,EEG_70,EEG_71,EEG_72,EEG_73,EEG_74,EEG_75,EEG_76,EEG_77,EEG_78,EEG_79,EEG_80,EEG_81,EEG_82,EEG_83,EEG_84,EEG_85,EEG_86,EEG_87,EEG_88
-1,0,0,-1.0,-1.0,-0.6225961558727826,-0.7669187283489793,-1.0,-0.6225961558727826,-0.3995004514514399,-0.19935671478358816,0.39730462450788495,0.970156632241421,0.13191672350262013,0.5732885151753518,0.24757789185851217,0.7457818264536799,-0.01660713842349907,-0.7816813546953526,-1.0,1.0,1.0,-0.36027210087504663,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.3587332600586467,0.7892382054987301,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.4174210251516315,-1.0,-1.0,-0.5546990803393794,-0.2908406282930838,0.6025822596216358,1.0,1.0,-1.0,-1.0,0.29970347660804414,-1.0,-0.9720974238994045,-0.21810709646334994,-0.8947537000568712,-0.9002228961467472,-0.3042556669683799,-1.0,-0.18364921673192364,-1.0,1.0,-1.0,-0.7383830324364185,-1.0,1.0,-0.7836793526161918,-0.6407373189855291,-1.0,0.8128909555665029,-0.186413306296971,1.0,-1.0,0.05780330702265573,-1.0,-1.0,0.00844548695968928,-0.8446521579934368,-0.8007714668806852,-1.0,-0.7198288077159016,-0.4985457722060535,-1.0,1.0,-0.09619213380272156,-1.0,-1.0,0.6391200058024339,-1.0,-0.1048475222258786,-0.6974638039406715,-1.0,0.07511951285534665,-1.0,0.4752591864092537,-0.3524978609364678,-0.05621923853615116,-1.0,0.2078669094956149,-0.7653459686532836,-0.9728425247288615,-0.9689336147993264,-1.0,1.0,-1.0,-0.4352985797800806,0.26830187005277695,-1.0,-0.8416418633756059,-1.0,-1.0,-0.7272643316626886,-0.5589058130948326,-1.0,-0.5220204820837072,-1.0,1.0,-0.4506603507053495,-0.8716175334545703,-1.0,1.0,-1.0,-0.4786441115626859,-0.39963852440879766,-0.925309319712589,-0.4257482667307118,-1.0,1.0,-0.30347579624695536,-1.0,-1.0,0.614015425443944,-1.0
+1,2,0,1.0,1.0,0.9859467649805629,1.0,1.0,0.9859467649805629,1.0,1.0,-0.4504007185865524,1.0,0.801310560165249,1.0,0.33846988837288106,1.0,0.3619315226404067,1.0,1.0,-1.0,-0.7729916788162547,1.0,-0.09292126362399634,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.19822791512600918,0.9127088990882601,0.3042251877703093,0.2540072258977513,0.2682141377063158,0.2838581831179951,0.24667715043225913,0.20559141839806175,0.22668079502187813,0.24549200583831324,0.21609498716313927,0.09922900895899266,1.0,-0.6666666666666667,0.869463420203193,-0.6385565037393358,-0.46251191122351426,-1.0,-1.0,1.0,1.0,-1.0,0.8539153905113017,1.0,-0.0,1.0,-0.8096875434541387,-0.08807559370440739,-0.2742294267347767,-0.8074519107813876,0.29147156296668986,1.0,0.6516475531279212,-0.16868859270992942,-0.20327890704543453,-0.31071319324111785,-0.14860019827525348,-0.30435485858468286,0.3520365236321121,-0.1272670690934378,-0.41911719537102204,-0.9184111464629654,1.0,-0.3542589876942943,0.18587250074729925,-0.6919201840360528,0.3596716330472402,-1.0,0.591148999982769,0.4068445265949926,0.8104199016125471,0.7672417256886177,-0.741516372323495,-0.01955516087445209,1.0,-1.0,1.0,-0.4340224166963446,0.33571838993417424,0.0407575411492098,-0.3066777315463916,-1.0,-0.3814094428840205,-0.8628292096040722,0.11190266455613651,0.17406461418388894,-1.0,0.4672567184860492,-0.4294435334661786,0.8641585652180925,-0.032783527790369006,0.16834118342992177,-1.0,-0.4353076853103054,-0.15099604892571183,0.6813308006412203,1.0,-0.5672855184326469,0.7607143091024722,-0.42148077195123645,0.39007878541728885,0.7846345194192802,0.5752058037747544,0.00698175510126172,-0.24343878405693822,-0.20447421749377087,0.8437588851073416,1.0,-1.0,1.0,-0.9190185658284133,0.3827490238872262,1.0,0.5200390592709064,-0.32516605904581386,-0.7215765497605592,1.0,1.0,-0.05335342411028447,0.07316829606009023,0.24803560226854368,-0.22782489050609667,0.6538821281055408
+1,4,0,0.9746344412909702,1.0,0.32765481979403055,1.0,1.0,0.32765481979403055,0.9469904776545978,0.8316891191550672,-0.03762173562287597,-1.0,-0.38255796819245563,1.0,-0.05803006193900127,-1.0,0.5246159479720562,1.0,0.4162913762096958,-0.5855367454483779,-1.0,-0.7760797664465662,1.0,0.6681318073556729,0.5562876643790745,0.6258802649068789,0.45550576361372336,0.9080608132317243,-0.8738636162071167,-1.0,0.025452654839649657,0.41650512119712296,1.0,0.23771843944798987,0.22611112397703614,-0.30886999160465695,-0.04595112707221418,0.0159820162472578,-0.1477380512663151,-0.3718690547087381,-0.07382912632027698,0.014919126997049281,-0.12818709561144792,0.1552675235111352,0.31608033592984386,-0.40487668199510995,0.42359549041870886,-1.0,-0.6132104297073973,-1.0,0.026871212281976788,-1.0,-0.2321407043177644,-1.0,-0.7599596522970947,-1.0,1.0,-1.0,-0.6271287092224878,-0.8099539163862478,-0.4933327022400905,-0.5627844695451854,-1.0,1.0,-0.7222087714370443,-0.4091573326590366,0.3333333333333334,0.6434738689202811,1.6265256900702106e-16,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.15823969765972323,-0.6261826936492986,-0.29034942542498915,-0.07819716338219596,-0.20399138154619004,-1.0,-0.7971290352457987,0.01295212367145181,-0.3442177803969895,1.0,-1.0,0.4046175131145741,-1.0,0.6283150257752936,-1.0,0.029947637411774156,-0.918129382191565,-0.8217041035590908,0.21163074272307425,0.22300808329360347,-1.0,1.0,0.20965424790174353,-1.0,0.6484455772698354,-1.0,-0.567108179427275,-1.0,-1.0,-0.2580639770798206,-0.3424128721103328,-1.0,1.0,0.028787753125798166,-1.0,-0.17660782721609794,1.0,-1.0,-0.46685089262815344,-0.6223581986045832,-0.2528553117608637,-0.2967425654033694,1.0,-1.0,0.4572876508002915,-1.0,-0.6429990533013987,-1.0,-1.0,-0.718985106221441,-1.0,-0.18646939907503587,-0.2794883179208334,1.0,-1.0,0.2851542976747289,-1.0,-0.5698028822981893,-1.0,-1.0
+1,9,0,0.8112162466820264,0.22485261548500804,0.3325805074537761,0.12197803842124624,1.0,0.3325805074537761,-0.3598222765797161,0.9496426660234982,0.7656266380028836,0.9391244713618372,0.07082391993869447,0.3240399138275247,-0.14067688079130872,0.20269101864385383,0.4879718300500813,-0.18737541631081095,-0.35673474512064585,0.3243908907833574,0.3734174124587432,-0.4157247583672661,-0.6401262645027488,1.0,0.2852985400282305,0.4474736019057071,0.3114439525840912,-0.06467181999069817,-0.5347004944673734,-0.10193430584324546,-0.5082104984409973,-0.4510313463297413,-0.4388322193981934,0.0514660559437035,0.2321432641281497,-0.16192273616296018,-0.1628323666771994,-0.14461729947353577,-0.17534697566410198,-0.165677299912887,-0.16573844632038617,-0.14517972744430663,-0.1721357627978226,-0.5455559622348275,-0.34685415242193746,0.5937322507759792,-0.35666859807269613,-1.0,-1.0,-0.008759583590759503,1.0,-1.0,-1.0,0.3076616054177506,-0.709028556321796,0.13942134190127065,0.0,0.1567573530720489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3052701685211447,-0.35861594477615566,0.11534062356598686,-0.2112718379068694,0.5565389210670071,0.2528017157248296,-0.04500639859989368,0.8442362794458463,0.11056644552171167,0.23652939961050454,0.2830244988330669,-0.47874544517111256,-0.6107048139337312,-0.5103237874240701,-0.20226754438136677,0.9433871944384705,0.515405305878351,0.43836494888271915,0.4973308446668987,1.0,-0.10592226565234658,1.0,-0.13159241388715429,-0.24530473348251583,-0.4288264979674138,-0.19647595055839898,-0.1342401281276648,1.0,-0.25082102666579387,0.45454939692234175,-0.18294043331615067,0.11803353190898555,0.04627448133827473,-0.6975240251681623,-0.5868547275983355,1.0,-0.047035201732514104,-0.24854385229415452,-0.2400371029117901,-0.7980607641269443,0.921887292925543,0.3393058341615997,1.0,0.5994525105539752,-0.5235690585100132,-0.680293378223114,-1.0,-0.3431212269633668,0.766373410502759,0.5704455773544586,0.13851850229803284,0.7772259444464134,0.015153254605645093,0.0782816210340832,0.3191060661041193
+1,10,0,1.0,0.5494324577633409,0.4049090405207278,-0.2035983220072101,1.0,0.4049090405207278,-0.31251604463425364,-0.4622272276205861,-0.6881440813546312,0.19721123234113205,-1.0,-0.5993897419420426,-0.9149561830060399,0.3009646876158568,0.40521694177317646,-0.10787567534676412,0.24272325140782092,-0.20856426265233116,0.4415931613937641,0.08332387980571417,-0.1745012031899442,-0.5573517208507577,0.7660505532324051,0.8314721443822822,0.7717249986088874,0.5693661960158031,0.08607987977159948,0.11170652065977903,0.24659725465261484,0.26534998382288066,0.30023465001632066,0.8176649824358296,0.7150249271481066,0.1810173680847864,0.5772542686153621,0.646730234866617,0.5226601487040368,0.18115396066663067,0.5386051782444397,0.6487259087746887,0.529698868631739,-0.67807134013035,0.8238622353276912,-0.7056503290095428,0.029503942198389595,-0.4081081898501612,-0.7661476756849909,-0.7362146475612863,0.10363835316010726,-0.6526585972765833,-0.5429170619197339,1.0,-0.9639015681277567,-0.2032789070454357,-0.8552156235567242,-0.18953914056084503,-0.5247400385931785,0.08326703978896412,1.0,1.0,0.3597209412798981,-1.0,1.0,-0.2219495461175114,-0.30109267553353825,-0.7643038154206231,-0.15249857033260475,0.41871342228794034,-0.18672743772709394,-0.31679084819786174,1.0,-0.5368510474312755,-0.33169124719299536,0.12758189335393605,0.08849789233157944,-0.16553294755737094,-0.23266356729050772,0.19027610066428124,0.6352661567798087,1.0,0.6743950374701531,-0.2011367414335185,1.0,-0.7616588160386373,1.0,0.2973870398805347,0.36967023011646505,-0.7210587443548542,0.28191866399471693,0.7604015913181875,1.0,0.5717822148851699,-0.2152125534566753,1.0,-0.8000659455841339,1.0,0.5918482115817845,-0.1629797048791843,-0.6320013228214615,-0.20541538292659686,-0.9513279270719734,-0.14385678177434635,0.3351031801792708,-0.31557759032062166,1.0,-0.845346968694152,-0.6727707439031725,0.9292586397679683,-0.3419723781222219,1.0,-0.4583492485141055,1.0,1.0,0.6325988886414169,-0.09053421012081701,1.0,-0.8668569489378413,1.0,0.366090484907686,-0.031547444917028926,-0.7359200842773841,-0.03324487360359213,-0.9969561449818503,-0.4365372988422871,0.7901926534355729,0.09513373978936208,-0.008789133747043338,-0.8982384777794478,-0.6021730666101622,0.7174507452654064,-0.3935425225019632,1.0,-0.9493115949249455
-1,11,0,-0.8887056265971631,-0.5228654398922141,-0.20458589837957067,-0.12547029431653503,-1.0,-0.20458589837957067,-0.784870506095843,-0.7224104341192309,-1.0,-1.0,0.5225648588947338,-0.4481005155916221,-1.0,-1.0,-1.0,-0.8055647586490888,-0.8607994151650603,0.692354975649268,0.9366715314963586,-0.1844269074842621,-0.6254988427643849,-0.741566399909269,-0.9385794526744311,-0.6346122696777008,-0.5361885392316879,-0.5060845722874525,-0.12425030705805518,0.8325197581671421,-0.8389088003941864,-0.773968164985759,-0.26215858720915347,-0.9028094641661859,-0.6235275783459749,-0.8687462354008775,-1.0,-1.0,-1.0,-0.8836559039573452,-1.0,-1.0,-1.0,-0.9439726359113376,-0.7504957069899857,-1.0,-0.611042068182734,0.14123334145909128,0.43281157435937506,0.41953775972049734,-0.1936998318499807,0.24059247985956242,0.5270645702431531,-0.54274900637601,0.12199134460339893,0.34740572510192663,-0.0,0.4393086602095094,-0.0031452853856257703,0.034037693704207,0.02981193523599729,-0.23671146392364414,0.8209138174839189,0.06587097548382198,-0.0848843015967324,0.9957743547735317,1.0,-0.07065296111826558,1.0,0.5588278794644022,1.0,0.018185291735110135,-0.23566125402596289,0.4026513295189439,0.03132801282698545,-0.9074804242964134,0.685624886061806,0.6421001700236828,0.3739430831080707,0.35977364303149073,0.5734598832617348,0.6243151701431571,0.47729412029736407,-0.21165206447930487,0.5917454539283618,-0.17170592025454498,0.04606622498550648,0.684482570011713,0.11980845957463095,-0.05483178740493168,0.3255090057934873,-0.17136105349720077,0.3914547938789075,0.6053316928288521,-0.10688547271169914,0.0501745790442017,0.07950707793827708,-0.44614391848643936,1.0,-0.7410739069026148,1.0,-0.49160514400834676,1.0,0.9162028003811233,0.11120246458831096,-0.23942826475425516,0.4960613880543339,-0.4750054582517054,-0.10633728030468274,0.5026381523471697,-0.0689245516795577,-0.05407373359411292,0.21863473472331313,-0.19568681207267274,-0.11521169142395446,0.0951797448626757,-0.2809260776737542,0.2583840094936127,0.42670418031970586,0.16569731225297232,0.6985996903818867,0.9124211282466751,-0.000658796893720733,1.0,1.0,-0.03403390525791436,0.005925280432994379,-0.26594442229905985,-0.08332990926211109,0.6958532248049519,-0.6482982131333,0.8873553795092117,0.13126117818567137,-0.07228251979911143,0.275000812267304
-1,14,0,-0.19897305448956407,0.1747262310653964,0.5160805526780288,0.3534635498577992,-0.8487671373959855,0.5160805526780288,0.4716378776944209,0.04158571011086498,-1.0,-1.0,0.3373985144764565,-0.2177278748762899,-0.0981574532107628,-1.0,-0.7821442367260159,0.035573415847613025,-0.8039001223148178,0.7796880463519731,0.09172776538376422,-1.0,0.8365153132187088,-0.9980045333747822,-0.6382552451711386,-0.18427061290655053,-0.3448090467059437,-0.6539399897994426,-1.0,-0.03174324230113625,-0.7975492797650479,-0.6145552592367812,1.0,-0.8559950284271345,-0.3244485358012556,-0.6926815659941647,-0.7072776066688449,-0.6491241358581169,-0.7453890611339441,-0.7066575931836547,-0.7124203447559662,-0.6528505392090487,-0.7370445126333308,0.20543708243111827,-0.2738299281514545,0.026697534996903343,-0.5914892976089102,0.35890080519024326,-0.19039077756111322,1.0,1.0,-1.0,-1.0,0.6007496353377738,-0.5316037986619849,0.1967848165114889,-0.19027831618191235,0.12394398646794637,-0.4001348965342409,0.45408510318465717,-0.03186700851361361,-0.16670932174708222,-1.0,0.5477578704445665,-0.27551955719498816,0.26767003885615914,0.2026435256424353,0.08256757506969245,0.17525278621697218,0.7234709605288648,0.981686710403303,-0.20339044402552248,-0.1598528079217933,-0.31591600385412544,-0.09208008089083845,0.5735384951364031,0.29078264966914286,-0.15961786083959464,-0.4928262864835798,-0.4974930925609911,0.21785030336091768,-0.25411202378008896,1.0,1.0,0.09550879038265814,-1.0,-0.7610172679252286,0.03707849612116585,0.4353926494405334,-0.25042384476988266,0.34056775414110124,0.8443451069295917,1.0,-0.06638966130932347,-0.171214137800832,0.6039133142751756,-1.0,-1.0,0.5721195137891008,-0.7645350711883423,-0.04351641254195431,-0.8233898696313526,0.5729645950053712,1.0,0.19067404314838426,-0.17752885836506918,0.3556627929570436,-1.0,-1.0,-0.22022794260306505,-0.3181744667332588,-0.2620922043661779,-0.07342269683381514,-0.48844172094780514,-0.43990217304803886,0.9577713397105672,0.35532035036131626,0.39368030041304164,-0.4807064497374112,-0.29495705982479914,0.1731388304216693,0.00010935216697817835,0.31999160910313473,0.31797340799268037,1.0,0.5153756604976734,-1.0,-0.1861965111193558,-1.0,0.9712985036069901,0.9973071958401045,-0.2088875420802429,0.02405554434136649,-0.41136925368162797,0.2587141377298385
+1,15,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.253322618959346,-0.4881155430686782,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.49193169665057784,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.6474122488579421,-1.0,-0.7242592069446677,1.0,-0.8926921628404588,-0.9762251739776943,0.011678453664312369,0.5902334517633621,-0.31798427917955013,0.0,-0.22711874476555563,0.7330009954124179,0.6732104504796765,0.8948661283230294,0.1641145964017845,0.48479459134960545,-0.20723074068869193,-0.5218365070204752,0.7012032307108064,1.0,0.12816246013282775,1.0,1.0,-0.5216266577905185,1.0,1.0,-1.0,0.17896708799825295,-0.09932350039437512,-0.12582956408812473,0.6020165749427665,-0.016340716336261114,1.0,-1.0,-1.0,0.2908057372442357,-0.19699089368861086,0.6688886146252819,-0.19119592847075903,-0.07214578817490344,0.19008736262669265,1.0,-0.3755935866610274,1.0,-0.895449580697467,-0.7637574199768573,0.34341626685680343,-0.1992107469615305,0.1778328370946453,-0.00336090989725234,0.4434280905158033,0.2157674999869772,0.5548843864377853,-1.0,0.3056013649219139,-1.0,-1.0,0.7374588036866053,-0.12843704873785255,0.6156840260764782,-1.0,-0.2028481973430751,0.8459589376138271,-0.24905727091279134,1.0,0.10820408581224301,1.0,-0.630130252108532,0.0,0.0,-1.0,-1.0,0.05024090077019096,-1.0,-0.9995110392510999,-0.11232238434740331,-1.0,-1.0,-1.0,0.13309683389977991,0.0329823081460918,-0.19208901040137966,0.12162434195129367,-0.31741396018219076,0.13761901941889895,1.0,1.0,1.0
+1,16,0,0.650057910083085,0.7936575299618954,0.8966841595999997,1.0,0.7464043546764102,0.8966841595999997,0.8849628215889555,0.7612652880792894,1.0,0.5575172400901702,0.29587239774326707,0.9573749784483936,0.25728062465971363,1.0,0.12730400456699673,-0.3398368062364185,0.024329778276370274,-0.20958429426193062,0.13883593894728866,-0.591906567230804,-0.4417261042993866,0.3495542811459353,0.42031684578698675,0.38523072960418864,0.7248771112592007,0.9369332300667037,-0.4481813429664756,0.1752964573898335,-0.1682506863041898,-0.05863454908795867,0.14860019827525386,0.5560322667656351,0.4255847005675924,0.16760732789322008,0.3008758311055488,0.4124253265727379,0.30221290784507776,0.15248518515852857,0.2862339805415038,0.4115628746568654,0.2967588516650626,0.13453455879926335,-0.01623597544387618,-0.1378390810068439,-0.2585751297586982,-0.3366004244936214,-1.0,-0.4937469585597739,-0.0622670272564512,0.04909783164824162,-0.6431405455766286,-0.2624542998572032,-0.9825858719404044,1.0,0.02455937054316046,1.0,1.0,-0.05838607596777349,-0.534592129755944,-0.31820158731231735,0.46219217776603666,0.6273361487181975,-0.49512118729980786,1.0,1.0,0.30076702391656757,1.0,0.8324890763803605,0.7055618282040867,0.06612677066895613,-0.443883627172986,0.5360808480455331,0.49143687283210724,-1.0,0.8619711281046152,1.0,0.9385429560856653,1.0,-0.5711880465457451,-0.7578739300182699,-0.4217635646897367,-0.5089618276194412,0.4831920679653082,0.3249026289641491,0.5083161478002618,0.3884314342365303,0.872406698091333,-1.0,1.0,-0.46777536645282247,-0.42035929449628173,1.0,0.7990311786164987,-0.19199276305502364,-1.0,0.2271700290524836,0.23799732098893406,0.6790476148097757,-0.6793554220607272,1.0,-0.43279010048850675,-0.49857636199213123,-1.0,0.5808384610141041,-0.7291511398647931,0.17606774631622382,0.22907388045424865,0.7093550219704893,0.7035172061898886,-0.12353946259630039,0.36883325039872333,-0.8046788229747971,-0.23053360671516265,-0.3001230098818737,-0.06591934767718985,0.6747978465356892,0.9763737286938998,-0.028810493544994983,0.8975827327773868,1.0,-0.07831710462317669,1.0,-0.8518230063794693,-0.6829041901376673,-0.3785800050136853,-0.7997236422368004,0.361834164353295,1.0,0.1505969698599989,0.5167513793708015,1.0,-0.32912506217967724,0.5773840989507851
+1,20,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.8285996635132531,1.0,1.0,1.0,1.0,-0.3963084001987935,-0.0833340687295611,-0.18561988029100904,-0.22299287130414588,-0.913268051393643,-0.670350246000482,0.39440531887330743,0.49040467654298087,0.5067791783524604,0.19702286506025152,0.0926116516961572,-0.12834978116689663,-0.5037933809796891,0.08726298253856063,0.004090347278391637,-0.10471936288279957,0.22428065200812752,0.6616783351640566,0.29058011142514495,0.33141020684107186,0.2741696895051793,0.27196143135750794,0.26411689674449634,0.31752890086932767,0.2732055915887705,0.2722809396773358,0.26715665409293565,1.0,-0.48812443112247816,0.31590557768456673,-0.0009260074403698062,0.17110632701779757,-0.14888867536285372,-0.7458548263502893,-0.5274570960627167,-0.003216864547900032,-0.012776162498769662,-0.16804038429518797,-0.06551874627174595,0.39047625965070376,-0.1254644176431416,0.2953039884160076,-0.8441499279976395,-0.16566600133692977,-1.0,-1.0,-0.6109641608643291,1.0,1.0,-0.541757091273803,0.45749571099781344,-1.0,0.4964230506471767,0.5161676997249265,-1.0,-1.0,-1.0,1.0,1.0,-0.030789294775131586,0.3668274596233977,1.0,0.028680608344717633,1.0,0.288401037822523,0.06331827392065885,-0.334168885874551,-0.9123549412338661,1.0,0.2597097420703804,0.04873881134267947,-0.8471534505919567,1.0,-0.09580694104521649,1.0,-0.1059833505848156,-0.6466594087090357,-0.17113763618965308,0.3369977301406953,-0.5070030057971326,-0.02738936881501711,-0.21957695819022383,-0.03442268583656315,0.34070234402948457,0.44718450182936154,0.7276430200824253,-0.7401161702473551,-0.549335069270877,0.3881320539242932,-0.11846114278439757,0.24551204123240083,0.27113899929949903,0.1944384002044041,-0.09301023905690822,0.09938570705733153,-0.22397916828176068,-0.8240330582489,1.0,0.7854082727247502,0.50410534271798,-0.06848767869367539,-0.0046216843349985715,-0.3291937221819296,-0.007061525483369605,0.602417460795855,-0.6689936080056725,-0.2218576823856186,-0.8209052017854868,-0.1487233146783163,-0.017727425495005677,1.0,1.0,-0.835454776743572,-1.0,-0.14098955645568753,0.00016645166904679046,-0.25683274846875737,0.5496983890941363,-0.019248573853812706
